enrollment_id,enrollment_date,company_id,course_id,city,state,city_tier,gender,age_group,referral_source,payment_mode,device_type,original_price_inr,discount_pct,discount_amount_inr,final_price_inr,gst_amount_inr,net_revenue_inr,platform_cost_inr,gross_profit_inr,gross_margin_pct,course_completed,student_rating,refund_issued,support_tickets_raised
EDU01141,2024-09-16,8,5,Surat,Gujarat,Tier 2,Other,18-24,Email Campaign,UPI,Mobile,14999,10,1499.9,13499.1,2429.84,11069.26,5157.12,5912.14,53.41,Yes,3.9,No,0
EDU00342,2023-03-18,10,13,Hyderabad,Telangana,Tier 1,Other,35-44,WhatsApp,Credit Card,Mobile,15999,10,1599.9,14399.1,2591.84,11807.26,6194.68,5612.58,47.53,Yes,4,No,0
EDU00195,2024-08-31,5,7,Gurugram,Delhi NCR,Tier 1,Other,18-24,Google Ads,Credit Card,Tablet,8999,50,4499.5,4499.5,809.91,3689.59,1938.93,1750.66,47.45,Yes,2.5,No,0
EDU02111,2024-05-04,14,26,New Delhi,Delhi NCR,Tier 1,Female,13-17,Email Campaign,EMI,Desktop,12999,5,649.95,12349.05,2222.83,10126.22,5113.44,5012.78,49.5,Yes,3.5,No,0
EDU00095,2023-08-28,12,21,Hyderabad,Telangana,Tier 1,Female,25-34,WhatsApp,UPI,Mobile,8999,5,449.95,8549.05,1538.83,7010.22,2683.79,4326.43,61.72,Yes,3.7,No,1
EDU01458,2024-12-13,4,15,Jodhpur,Rajasthan,Tier 3,Male,25-34,Google Ads,Debit Card,Mobile,29999,25,7499.75,22499.25,4049.86,18449.39,7361.06,11088.33,60.1,Yes,4.2,No,1
EDU01544,2023-04-29,13,5,Pune,Maharashtra,Tier 1,Male,13-17,Instagram,UPI,Mobile,14999,15,2249.85,12749.15,2294.85,10454.3,4265.66,6188.64,59.2,Yes,3.6,No,0
EDU01188,2024-10-25,13,6,Pune,Maharashtra,Tier 1,Female,35-44,WhatsApp,EMI,Tablet,8499,5,424.95,8074.05,1453.33,6620.72,2611.7,4009.02,60.55,No,,No,3
EDU01423,2023-11-03,15,3,Vadodara,Gujarat,Tier 3,Female,13-17,YouTube,Debit Card,Mobile,7499,0,0,7499,1349.82,6149.18,2954.29,3194.89,51.96,No,,No,0
EDU00604,2024-02-15,6,24,Jaipur,Rajasthan,Tier 2,Male,45+,WhatsApp,UPI,Mobile,22999,0,0,22999,4139.82,18859.18,9827.87,9031.31,47.89,Yes,3.8,No,0
EDU01029,2023-01-30,11,20,Bengaluru,Karnataka,Tier 1,Other,25-34,WhatsApp,Net Banking,Desktop,8999,0,0,8999,1619.82,7379.18,2897.6,4481.58,60.73,Yes,4.2,No,0
EDU01037,2023-01-24,11,26,Bengaluru,Karnataka,Tier 1,Female,35-44,School/College Partnership,Net Banking,Mobile,12999,0,0,12999,2339.82,10659.18,4214.14,6445.04,60.46,Yes,4.3,No,0
EDU02150,2023-08-04,9,28,Madurai,Tamil Nadu,Tier 3,Male,45+,School/College Partnership,Debit Card,Tablet,18999,30,5699.7,13299.3,2393.87,10905.43,4886.55,6018.88,55.19,Yes,4.3,No,0
EDU01727,2024-05-05,1,16,Nagpur,Maharashtra,Tier 2,Female,25-34,Instagram,Credit Card,Mobile,12999,0,0,12999,2339.82,10659.18,4890.2,5768.98,54.12,Yes,,No,1
EDU01333,2023-07-30,5,27,Vadodara,Gujarat,Tier 3,Other,35-44,Direct/Organic,EMI,Mobile,14999,10,1499.9,13499.1,2429.84,11069.26,5218.7,5850.56,52.85,Yes,3.6,No,1
EDU02455,2024-04-02,11,4,Bengaluru,Karnataka,Tier 1,Female,18-24,WhatsApp,Credit Card,Desktop,6999,20,1399.8,5599.2,1007.86,4591.34,2035.52,2555.82,55.67,No,,No,2
EDU02459,2023-12-30,11,18,Noida,Delhi NCR,Tier 1,Female,18-24,Word of Mouth,UPI,Tablet,11999,5,599.95,11399.05,2051.83,9347.22,3755.31,5591.91,59.82,Yes,3.9,No,0
EDU00994,2023-02-28,9,27,Faridabad,Delhi NCR,Tier 2,Other,35-44,WhatsApp,EMI,Tablet,14999,40,5999.6,8999.4,1619.89,7379.51,4637.97,2741.54,37.15,Yes,3.4,No,0
EDU01519,2023-05-12,6,22,Bengaluru,Karnataka,Tier 1,Male,13-17,Google Ads,UPI,Mobile,24999,50,12499.5,12499.5,2249.91,10249.59,5491.75,4757.84,46.42,Yes,4.4,No,0
EDU01764,2023-08-24,8,13,New Delhi,Delhi NCR,Tier 1,Other,13-17,WhatsApp,Net Banking,Desktop,15999,15,2399.85,13599.15,2447.85,11151.3,4271.46,6879.84,61.7,Yes,,No,0
EDU01451,2023-11-27,12,19,Nagpur,Maharashtra,Tier 2,Other,45+,Direct/Organic,Debit Card,Desktop,9999,50,4999.5,4999.5,899.91,4099.59,2407.52,1692.07,41.27,Yes,3.5,No,1
EDU02333,2023-08-06,3,9,Vadodara,Gujarat,Tier 3,Other,35-44,School/College Partnership,Credit Card,Mobile,19999,30,5999.7,13999.3,2519.87,11479.43,4946.9,6532.53,56.91,Yes,,No,0
EDU00563,2023-10-30,2,22,Nagpur,Maharashtra,Tier 2,Female,45+,Google Ads,Net Banking,Desktop,24999,20,4999.8,19999.2,3599.86,16399.34,8190.38,8208.96,50.06,No,,Yes,2
EDU02254,2024-02-12,11,1,Bengaluru,Karnataka,Tier 1,Male,45+,School/College Partnership,Wallet,Mobile,24999,20,4999.8,19999.2,3599.86,16399.34,6706.66,9692.68,59.1,No,,No,0
EDU01650,2023-05-15,11,1,Ahmedabad,Gujarat,Tier 1,Other,45+,YouTube,Net Banking,Mobile,24999,0,0,24999,4499.82,20499.18,6634.51,13864.67,67.64,Yes,3.4,No,1
EDU01065,2023-04-03,7,24,Mumbai,Maharashtra,Tier 1,Male,13-17,Word of Mouth,Wallet,Desktop,22999,10,2299.9,20699.1,3725.84,16973.26,7475.97,9497.29,55.95,No,,No,3
EDU00003,2024-08-26,3,7,Nashik,Maharashtra,Tier 2,Male,25-34,Instagram,UPI,Desktop,8999,50,4499.5,4499.5,809.91,3689.59,1942.67,1746.92,47.35,Yes,3.5,No,0
EDU01409,2024-10-21,5,13,Nagpur,Maharashtra,Tier 2,Female,18-24,Direct/Organic,Credit Card,Mobile,15999,20,3199.8,12799.2,2303.86,10495.34,4440.18,6055.16,57.69,No,,No,0
EDU01417,2023-08-15,8,13,Jodhpur,Rajasthan,Tier 3,Other,35-44,Instagram,Debit Card,Tablet,15999,0,0,15999,2879.82,13119.18,5549.68,7569.5,57.7,Yes,3.2,Yes,0
EDU02311,2023-05-12,7,17,Jaipur,Rajasthan,Tier 2,Other,13-17,Google Ads,Net Banking,Mobile,16999,25,4249.75,12749.25,2294.86,10454.39,4244.08,6210.31,59.4,No,,No,0
EDU00180,2024-10-23,14,16,Gurugram,Delhi NCR,Tier 1,Male,18-24,WhatsApp,Credit Card,Mobile,12999,5,649.95,12349.05,2222.83,10126.22,4100.48,6025.74,59.51,Yes,4,No,0
EDU01954,2024-07-15,5,27,Chennai,Tamil Nadu,Tier 1,Other,35-44,Direct/Organic,EMI,Mobile,14999,0,0,14999,2699.82,12299.18,4540.19,7758.99,63.09,Yes,4,No,1
EDU00035,2023-07-02,11,8,Howrah,West Bengal,Tier 3,Female,35-44,Instagram,Net Banking,Tablet,4999,30,1499.7,3499.3,629.87,2869.43,1423.69,1445.74,50.38,Yes,3.4,No,0
EDU01421,2023-04-10,6,6,Surat,Gujarat,Tier 2,Other,13-17,YouTube,Credit Card,Mobile,8499,5,424.95,8074.05,1453.33,6620.72,2568.1,4052.62,61.21,Yes,3.2,No,0
EDU01112,2023-12-04,7,5,Surat,Gujarat,Tier 2,Female,25-34,School/College Partnership,Wallet,Desktop,14999,50,7499.5,7499.5,1349.91,6149.59,2489.21,3660.38,59.52,Yes,3.7,No,1
EDU00858,2023-01-22,4,8,Faridabad,Delhi NCR,Tier 2,Male,45+,Google Ads,UPI,Mobile,4999,0,0,4999,899.82,4099.18,2084.47,2014.71,49.15,Yes,3.7,No,0
EDU02410,2023-04-16,6,1,Coimbatore,Tamil Nadu,Tier 2,Male,13-17,Word of Mouth,EMI,Tablet,24999,5,1249.95,23749.05,4274.83,19474.22,6981.97,12492.25,64.15,Yes,4.1,No,0
EDU01907,2024-02-26,13,13,Bengaluru,Karnataka,Tier 1,Male,45+,Instagram,EMI,Mobile,15999,20,3199.8,12799.2,2303.86,10495.34,4415.72,6079.62,57.93,Yes,3.8,No,0
EDU01550,2023-03-09,7,7,Jodhpur,Rajasthan,Tier 3,Male,45+,Direct/Organic,UPI,Mobile,8999,50,4499.5,4499.5,809.91,3689.59,2074.13,1615.46,43.78,No,,No,0
EDU01964,2024-02-28,3,8,Howrah,West Bengal,Tier 3,Female,13-17,Google Ads,Net Banking,Tablet,4999,10,499.9,4499.1,809.84,3689.26,1735.39,1953.87,52.96,Yes,3.6,No,0
EDU01003,2024-10-29,5,25,Mangaluru,Karnataka,Tier 3,Male,45+,Google Ads,UPI,Tablet,7999,0,0,7999,1439.82,6559.18,2914.76,3644.42,55.56,Yes,,No,1
EDU01701,2023-09-04,1,21,Noida,Delhi NCR,Tier 1,Other,25-34,Email Campaign,Net Banking,Tablet,8999,25,2249.75,6749.25,1214.87,5534.38,2190.99,3343.39,60.41,Yes,3.5,Yes,0
EDU02135,2023-12-11,9,25,Ghaziabad,Delhi NCR,Tier 2,Other,13-17,School/College Partnership,Debit Card,Mobile,7999,5,399.95,7599.05,1367.83,6231.22,2396.93,3834.29,61.53,Yes,3.6,No,0
EDU02048,2023-02-09,15,17,CHENNAI,Tamil Nadu,Tier 1,Other,13-17,YouTube,Debit Card,Tablet,16999,30,5099.7,11899.3,2141.87,9757.43,3968.24,5789.19,59.33,No,,No,3
EDU02440,2024-07-17,5,13,Warangal,Telangana,Tier 3,Female,35-44,WhatsApp,Net Banking,Desktop,15999,10,1599.9,14399.1,2591.84,11807.26,5680.84,6126.42,51.89,Yes,4.5,No,1
EDU01720,2024-01-08,7,13,Hyderabad,Telangana,Tier 1,Male,45+,Email Campaign,UPI,Desktop,15999,5,799.95,15199.05,2735.83,12463.22,4417.91,8045.31,64.55,Yes,3,No,0
EDU00428,2024-03-08,8,10,Surat,Gujarat,Tier 2,Female,18-24,Instagram,Credit Card,Mobile,34999,40,13999.6,20999.4,3779.89,17219.51,8901.59,8317.92,48.31,No,,No,2
EDU02041,2024-10-07,13,10,Surat,Gujarat,Tier 2,Male,13-17,YouTube,UPI,Tablet,34999,25,8749.75,26249.25,4724.86,21524.39,9481.16,12043.23,55.95,No,,No,1
EDU00207,2024-10-19,9,8,Gurugram,Delhi NCR,Tier 1,Male,18-24,Instagram,Wallet,Mobile,4999,40,1999.6,2999.4,539.89,2459.51,1332.31,1127.2,45.83,Yes,3.7,Yes,0
EDU02162,2024-02-15,5,28,Kolkata,West Bengal,Tier 1,Other,45+,Instagram,Wallet,Mobile,18999,40,7599.6,11399.4,2051.89,9347.51,4351.91,4995.6,53.44,No,,No,0
EDU00862,2024-12-04,4,5,Jaipur,Rajasthan,Tier 2,Female,25-34,Instagram,EMI,Desktop,14999,0,0,14999,2699.82,12299.18,6319.91,5979.27,48.62,No,,No,0
EDU02220,2023-03-14,5,9,Coimbatore,Tamil Nadu,Tier 2,Male,13-17,WhatsApp,UPI,Desktop,19999,0,0,19999,3599.82,16399.18,7228.52,9170.66,55.92,No,,No,0
EDU00540,2023-03-13,8,14,Kolkata,West Bengal,Tier 1,Other,45+,Email Campaign,Debit Card,Tablet,6999,50,3499.5,3499.5,629.91,2869.59,1286.6,1582.99,55.16,No,,No,0
EDU00241,2023-04-26,1,10,Howrah,West Bengal,Tier 3,Other,35-44,Word of Mouth,Net Banking,Mobile,34999,25,8749.75,26249.25,4724.86,21524.39,9308.64,12215.75,56.75,Yes,,Yes,0
EDU00944,2023-06-21,3,22,Ghaziabad,Delhi NCR,Tier 2,Female,25-34,School/College Partnership,Wallet,Desktop,24999,10,2499.9,22499.1,4049.84,18449.26,8718.1,9731.16,52.75,No,,No,0
EDU02225,2023-07-30,15,8,Kolkata,West Bengal,Tier 1,Other,13-17,Direct/Organic,UPI,Mobile,4999,10,499.9,4499.1,809.84,3689.26,1646.38,2042.88,55.37,No,,Yes,1
EDU02384,2024-08-31,9,29,Mysuru,Karnataka,Tier 2,Male,25-34,Google Ads,EMI,Tablet,6999,15,1049.85,5949.15,1070.85,4878.3,2163.58,2714.72,55.65,Yes,3.9,No,0
EDU01724,2023-09-26,13,11,Ghaziabad,Delhi NCR,Tier 2,Male,45+,Google Ads,Wallet,Mobile,12999,50,6499.5,6499.5,1169.91,5329.59,3257.13,2072.46,38.89,No,,Yes,0
EDU00971,2023-04-19,14,18,Hyderabad,Telangana,Tier 1,Other,18-24,Instagram,Credit Card,Tablet,11999,5,599.95,11399.05,2051.83,9347.22,3099.41,6247.81,66.84,No,,No,1
EDU02436,2023-06-29,8,23,Bengaluru,Karnataka,Tier 1,Female,13-17,Direct/Organic,Debit Card,Mobile,11999,30,3599.7,8399.3,1511.87,6887.43,3328.07,3559.36,51.68,No,,No,0
EDU02190,2023-04-10,6,27,Gurugram,Delhi NCR,Tier 1,Female,35-44,Google Ads,Net Banking,Tablet,14999,25,3749.75,11249.25,2024.87,9224.38,2818,6406.38,69.45,Yes,4.4,No,0
EDU00148,2024-11-26,12,3,Mumbai,Maharashtra,Tier 1,Male,18-24,Email Campaign,Debit Card,Desktop,7499,40,2999.6,4499.4,809.89,3689.51,1786,1903.51,51.59,No,,Yes,2
EDU01482,2024-08-01,14,28,Jaipur,Rajasthan,Tier 2,Other,25-34,Instagram,Credit Card,Mobile,18999,0,0,18999,3419.82,15579.18,6757.24,8821.94,56.63,Yes,3.8,No,0
EDU00111,2023-10-07,3,10,Jaipur,Rajasthan,Tier 2,Other,35-44,Instagram,Credit Card,Tablet,34999,10,3499.9,31499.1,5669.84,25829.26,12337.66,13491.6,52.23,Yes,4.5,No,0
EDU02020,2024-10-22,2,9,Madurai,Tamil Nadu,Tier 3,Male,45+,YouTube,Credit Card,Tablet,19999,15,2999.85,16999.15,3059.85,13939.3,5709.78,8229.52,59.04,Yes,4.8,No,1
EDU01543,2024-03-01,1,20,Hyderabad,Telangana,Tier 1,Female,13-17,YouTube,Wallet,Mobile,8999,0,0,8999,1619.82,7379.18,2731.44,4647.74,62.98,No,,Yes,1
EDU00682,2024-10-26,3,13,Chennai,Tamil Nadu,Tier 1,Other,18-24,School/College Partnership,Credit Card,Mobile,15999,0,0,15999,2879.82,13119.18,3800.91,9318.27,71.03,Yes,4.5,No,0
EDU00408,2023-06-09,1,5,Faridabad,Delhi NCR,Tier 2,Male,35-44,Email Campaign,EMI,Desktop,14999,30,4499.7,10499.3,1889.87,8609.43,4047.19,4562.24,52.99,Yes,3.7,No,0
EDU01316,2024-09-12,7,23,Nagpur,Maharashtra,Tier 2,Female,18-24,Word of Mouth,EMI,Tablet,11999,30,3599.7,8399.3,1511.87,6887.43,3059.81,3827.62,55.57,No,,No,1
EDU01439,2024-07-19,12,26,Jaipur,Rajasthan,Tier 2,Other,45+,Direct/Organic,EMI,Desktop,12999,15,1949.85,11049.15,1988.85,9060.3,3839.09,5221.21,57.63,Yes,3.2,No,0
EDU00424,2024-07-06,6,17,Mumbai,Maharashtra,Tier 1,Other,45+,School/College Partnership,Debit Card,Desktop,16999,50,8499.5,8499.5,1529.91,6969.59,3700.56,3269.03,46.9,Yes,3.7,No,1
EDU00416,2023-12-09,10,21,Nashik,Maharashtra,Tier 2,Male,35-44,Instagram,Debit Card,Tablet,8999,25,2249.75,6749.25,1214.87,5534.38,2412.62,3121.76,56.41,No,,No,2
EDU02236,2023-03-26,4,25,Bengaluru,Karnataka,Tier 1,Other,35-44,YouTube,Debit Card,Mobile,7999,5,399.95,7599.05,1367.83,6231.22,2252.19,3979.03,63.86,Yes,3.3,No,0
EDU01023,2024-10-03,2,7,Gurugram,Delhi NCR,Tier 1,Male,18-24,School/College Partnership,Net Banking,Mobile,8999,0,0,8999,1619.82,7379.18,2903.69,4475.49,60.65,No,,No,1
EDU00072,2024-08-13,3,23,Gurugram,Delhi NCR,Tier 1,Male,45+,WhatsApp,Wallet,Desktop,11999,25,2999.75,8999.25,1619.87,7379.38,2779.94,4599.44,62.33,Yes,,No,0
EDU01510,2023-11-25,3,10,Hyderabad,Telangana,Tier 1,Other,13-17,Instagram,UPI,Desktop,34999,5,1749.95,33249.05,5984.83,27264.22,13293.72,13970.5,51.24,Yes,4.2,No,0
EDU00665,2024-03-08,1,2,New Delhi,Delhi NCR,Tier 1,Female,13-17,Direct/Organic,EMI,Mobile,9999,50,4999.5,4999.5,899.91,4099.59,2005.31,2094.28,51.09,No,,No,1
EDU01915,2024-02-24,13,23,Kolkata,West Bengal,Tier 1,Female,18-24,WhatsApp,Net Banking,Mobile,11999,0,0,11999,2159.82,9839.18,4791.52,5047.66,51.3,No,,Yes,0
EDU01472,2023-01-18,4,6,Bengaluru,Karnataka,Tier 1,Male,45+,WhatsApp,Debit Card,Mobile,8499,15,1274.85,7224.15,1300.35,5923.8,2573.91,3349.89,56.55,No,,Yes,1
EDU02096,2024-03-09,10,17,Gurugram,Delhi NCR,Tier 1,Female,13-17,Word of Mouth,Credit Card,Tablet,16999,0,0,16999,3059.82,13939.18,5976.5,7962.68,57.12,Yes,3.1,No,0
EDU01019,2023-02-10,9,9,Kolkata,West Bengal,Tier 1,Male,25-34,WhatsApp,Wallet,Desktop,19999,20,3999.8,15999.2,2879.86,13119.34,3807.15,9312.19,70.98,No,,Yes,2
EDU00514,2024-11-28,11,1,Mysuru,Karnataka,Tier 2,Male,45+,Google Ads,EMI,Tablet,24999,50,12499.5,12499.5,2249.91,10249.59,5529.92,4719.67,46.05,No,,No,0
EDU01091,2023-09-07,4,26,Jodhpur,Rajasthan,Tier 3,Other,13-17,WhatsApp,EMI,Tablet,12999,0,0,12999,2339.82,10659.18,3817.93,6841.25,64.18,Yes,3.6,No,0
EDU00263,2023-05-21,12,23,Jaipur,Rajasthan,Tier 2,Other,25-34,YouTube,Debit Card,Mobile,11999,10,1199.9,10799.1,1943.84,8855.26,4780.82,4074.44,46.01,Yes,3.4,No,0
EDU01542,2023-04-05,8,18,Bengaluru,Karnataka,Tier 1,Male,45+,Word of Mouth,UPI,Tablet,11999,40,4799.6,7199.4,1295.89,5903.51,2961.71,2941.8,49.83,No,,No,1
EDU02144,2023-04-12,8,14,Madurai,Tamil Nadu,Tier 3,Other,13-17,Email Campaign,UPI,Tablet,6999,15,1049.85,5949.15,1070.85,4878.3,1839.42,3038.88,62.29,Yes,,No,0
EDU01629,2023-07-23,3,14,Jodhpur,Rajasthan,Tier 3,Female,25-34,WhatsApp,Net Banking,Mobile,6999,15,1049.85,5949.15,1070.85,4878.3,2478.08,2400.22,49.2,No,,Yes,0
EDU01864,2023-08-05,6,27,New Delhi,Delhi NCR,Tier 1,Other,45+,Google Ads,EMI,Mobile,14999,0,0,14999,2699.82,12299.18,4967.03,7332.15,59.61,Yes,,No,0
EDU00375,2023-06-22,10,11,New Delhi,Delhi NCR,Tier 1,Female,18-24,Email Campaign,Net Banking,Desktop,12999,50,6499.5,6499.5,1169.91,5329.59,2675.08,2654.51,49.81,No,,No,1
EDU00718,2023-04-21,8,12,Hyderabad,Telangana,Tier 1,Male,45+,Direct/Organic,UPI,Tablet,4999,10,499.9,4499.1,809.84,3689.26,1520.22,2169.04,58.79,Yes,,No,0
EDU00215,2023-12-06,3,3,Chennai,Tamil Nadu,Tier 1,Female,13-17,Instagram,Net Banking,Mobile,7499,50,3749.5,3749.5,674.91,3074.59,1670.7,1403.89,45.66,Yes,3,No,0
EDU02368,2024-03-28,15,24,Nashik,Maharashtra,Tier 2,Female,35-44,YouTube,Net Banking,Desktop,22999,0,0,22999,4139.82,18859.18,8440.65,10418.53,55.24,No,,No,0
EDU00728,2023-08-17,8,17,Jaipur,Rajasthan,Tier 2,Female,35-44,Word of Mouth,Net Banking,Mobile,16999,5,849.95,16149.05,2906.83,13242.22,5449.18,7793.04,58.85,Yes,,No,0
EDU00151,2024-12-21,8,1,Madurai,Tamil Nadu,Tier 3,Female,18-24,Direct/Organic,UPI,Tablet,24999,5,1249.95,23749.05,4274.83,19474.22,6007.48,13466.74,69.15,Yes,4.8,No,0
EDU00705,2024-11-27,10,13,Chennai,Tamil Nadu,Tier 1,Male,25-34,Instagram,Net Banking,Tablet,15999,0,0,15999,2879.82,13119.18,6123.31,6995.87,53.33,Yes,4.5,No,0
EDU02298,2023-08-11,11,18,Hyderabad,Telangana,Tier 1,Other,13-17,Instagram,Net Banking,Tablet,11999,10,1199.9,10799.1,1943.84,8855.26,3922.72,4932.54,55.7,Yes,4.3,No,0
EDU01445,2024-01-18,4,7,Bengaluru,Karnataka,Tier 1,Female,25-34,YouTube,Debit Card,Mobile,8999,15,1349.85,7649.15,1376.85,6272.3,2505.09,3767.21,60.06,No,,No,0
EDU02467,2023-01-17,10,23,Jodhpur,Rajasthan,Tier 3,Female,13-17,Instagram,Debit Card,Tablet,11999,15,1799.85,10199.15,1835.85,8363.3,3120.96,5242.34,62.68,Yes,3.5,No,0
EDU02143,2024-10-20,7,27,Mangaluru,Karnataka,Tier 3,Female,35-44,School/College Partnership,EMI,Mobile,14999,30,4499.7,10499.3,1889.87,8609.43,3574.05,5035.38,58.49,No,,Yes,1
EDU02461,2024-06-02,8,10,Ghaziabad,Delhi NCR,Tier 2,Female,35-44,Email Campaign,Credit Card,Desktop,34999,10,3499.9,31499.1,5669.84,25829.26,10483.34,15345.92,59.41,Yes,3.6,No,0
EDU01192,2024-08-11,5,18,Gurugram,Delhi NCR,Tier 1,Male,13-17,Direct/Organic,EMI,Tablet,11999,30,3599.7,8399.3,1511.87,6887.43,2882.46,4004.97,58.15,Yes,3.6,No,0
EDU02498,2024-09-22,8,7,New Delhi,Delhi NCR,Tier 1,Female,45+,Email Campaign,Wallet,Mobile,8999,10,899.9,8099.1,1457.84,6641.26,2135.63,4505.63,67.84,Yes,,No,1
EDU00985,2023-03-01,8,16,Nagpur,Maharashtra,Tier 2,Other,45+,Google Ads,UPI,Tablet,12999,0,0,12999,2339.82,10659.18,4954.58,5704.6,53.52,Yes,3.7,No,1
EDU00090,2023-10-09,6,14,New Delhi,Delhi NCR,Tier 1,Female,18-24,Word of Mouth,EMI,Desktop,6999,10,699.9,6299.1,1133.84,5165.26,2291.45,2873.81,55.64,No,,No,4
EDU01583,2024-10-17,14,27,Gurugram,Delhi NCR,Tier 1,Female,45+,Word of Mouth,Wallet,Desktop,14999,40,5999.6,8999.4,1619.89,7379.51,4357.26,3022.25,40.95,Yes,2.6,No,0
EDU01230,2023-02-22,8,21,Pune,Maharashtra,Tier 1,Female,18-24,Direct/Organic,UPI,Tablet,8999,0,0,8999,1619.82,7379.18,3282.83,4096.35,55.51,Yes,3.4,No,0
EDU02444,2023-04-09,5,10,Chennai,Tamil Nadu,Tier 1,Male,25-34,Word of Mouth,Debit Card,Tablet,34999,30,10499.7,24499.3,4409.87,20089.43,6803.24,13286.19,66.14,No,,No,0
EDU00620,2024-04-09,3,2,Vadodara,Gujarat,Tier 3,Other,35-44,Word of Mouth,Wallet,Tablet,9999,40,3999.6,5999.4,1079.89,4919.51,2741,2178.51,44.28,No,,No,0
EDU01357,2024-05-20,1,18,Faridabad,Delhi NCR,Tier 2,Female,25-34,Email Campaign,Wallet,Tablet,11999,30,3599.7,8399.3,1511.87,6887.43,3300,3587.43,52.09,No,,No,2
EDU02395,2023-09-04,10,19,Howrah,West Bengal,Tier 3,Female,35-44,Word of Mouth,UPI,Desktop,9999,0,0,9999,1799.82,8199.18,3406.51,4792.67,58.45,No,,No,1
EDU02147,2024-10-01,6,7,Warangal,Telangana,Tier 3,Other,13-17,Google Ads,Wallet,Desktop,8999,0,0,8999,1619.82,7379.18,3746.23,3632.95,49.23,Yes,3.9,No,1
EDU00766,2024-12-05,4,26,Mysuru,Karnataka,Tier 2,Female,35-44,Word of Mouth,EMI,Tablet,12999,10,1299.9,11699.1,2105.84,9593.26,4792.44,4800.82,50.04,Yes,3.2,No,0
EDU01574,2024-02-25,4,3,Gurugram,Delhi NCR,Tier 1,Other,25-34,Instagram,EMI,Mobile,7499,40,2999.6,4499.4,809.89,3689.51,2095.17,1594.34,43.21,No,,No,1
EDU00233,2023-12-05,15,26,Kolkata,West Bengal,Tier 1,Other,35-44,WhatsApp,UPI,Tablet,12999,15,1949.85,11049.15,1988.85,9060.3,4162.48,4897.82,54.06,Yes,3.9,No,0
EDU01063,2023-06-01,11,24,JODHPUR,Rajasthan,Tier 3,Other,45+,WhatsApp,Credit Card,Tablet,22999,20,4599.8,18399.2,3311.86,15087.34,7324.74,7762.6,51.45,Yes,3.9,No,0
EDU01632,2023-11-28,15,1,FARIDABAD,Delhi NCR,Tier 2,Other,18-24,WhatsApp,Net Banking,Tablet,24999,0,0,24999,4499.82,20499.18,8108.46,12390.72,60.44,Yes,,Yes,0
EDU01809,2023-05-20,4,14,Howrah,West Bengal,Tier 3,Other,35-44,WhatsApp,EMI,Desktop,6999,10,699.9,6299.1,1133.84,5165.26,2090.15,3075.11,59.53,No,,Yes,0
EDU02237,2024-12-18,5,22,Warangal,Telangana,Tier 3,Female,35-44,Google Ads,Wallet,Desktop,24999,0,0,24999,4499.82,20499.18,11038.59,9460.59,46.15,No,,No,1
EDU00014,2023-05-09,2,17,Ghaziabad,Delhi NCR,Tier 2,Female,18-24,Word of Mouth,Wallet,Desktop,16999,0,0,16999,3059.82,13939.18,5484.68,8454.5,60.65,Yes,4,No,0
EDU00480,2024-10-26,3,3,Jaipur,Rajasthan,Tier 2,Female,25-34,Instagram,EMI,Tablet,7499,50,3749.5,3749.5,674.91,3074.59,1616.76,1457.83,47.42,Yes,4.5,No,0
EDU01456,2023-10-27,8,27,Nagpur,Maharashtra,Tier 2,Male,35-44,Word of Mouth,Credit Card,Tablet,14999,20,2999.8,11999.2,2159.86,9839.34,3910.54,5928.8,60.26,Yes,3.6,Yes,1
EDU01506,2023-09-10,13,1,Surat,Gujarat,Tier 2,Other,13-17,Email Campaign,Net Banking,Mobile,24999,5,1249.95,23749.05,4274.83,19474.22,8208.91,11265.31,57.85,No,,No,3
EDU00340,2023-01-13,4,13,Jaipur,Rajasthan,Tier 2,Male,35-44,Word of Mouth,Net Banking,Desktop,15999,25,3999.75,11999.25,2159.86,9839.39,4470.62,5368.77,54.56,Yes,3.6,No,0
EDU00581,2023-11-22,6,6,Ahmedabad,Gujarat,Tier 1,Female,35-44,Email Campaign,UPI,Desktop,8499,15,1274.85,7224.15,1300.35,5923.8,2086.23,3837.57,64.78,Yes,,No,0
EDU01760,2024-01-26,12,3,Howrah,West Bengal,Tier 3,Female,25-34,Instagram,Net Banking,Desktop,7499,0,0,7499,1349.82,6149.18,2035.86,4113.32,66.89,No,,No,0
EDU00675,2023-04-24,3,16,Faridabad,Delhi NCR,Tier 2,Male,18-24,Email Campaign,Credit Card,Tablet,12999,0,0,12999,2339.82,10659.18,4866.99,5792.19,54.34,Yes,3.4,No,0
EDU00956,2023-04-09,9,17,Ghaziabad,Delhi NCR,Tier 2,Female,35-44,Email Campaign,Net Banking,Desktop,16999,10,1699.9,15299.1,2753.84,12545.26,5290.97,7254.29,57.82,Yes,,No,0
EDU00142,2023-12-27,10,3,Kolkata,West Bengal,Tier 1,Male,18-24,Instagram,Wallet,Desktop,7499,20,1499.8,5999.2,1079.86,4919.34,1687.54,3231.8,65.7,No,,No,1
EDU00205,2023-07-20,8,27,Mysuru,Karnataka,Tier 2,Other,25-34,School/College Partnership,Net Banking,Tablet,14999,5,749.95,14249.05,2564.83,11684.22,5926.32,5757.9,49.28,Yes,4,No,0
